Datetime,Data0,cash
2011-12-08 00:00:00+00:00,662601.6,11353250.985669998
2011-12-09 00:00:00+00:00,657302.4,11309090.985669998
2011-12-12 00:00:00+00:00,651916.7999999999,11264210.985669998
2011-12-13 00:00:00+00:00,638467.2,11152130.985669998
2011-12-14 00:00:00+00:00,712443.6,11023707.289059998
2011-12-15 00:00:00+00:00,690217.2000000001,10838487.289059998
2011-12-16 00:00:00+00:00,623721.6,11006066.58999
2011-12-19 00:00:00+00:00,626745.6,11017977.896710001
2011-12-20 00:00:00+00:00,620784.0,11067657.896710001
2011-12-21 00:00:00+00:00,615139.2,11023317.52951
2011-12-22 00:00:00+00:00,538070.4,11107103.66386
2011-12-23 00:00:00+00:00,538624.7999999999,11102483.66386
2011-12-26 00:00:00+00:00,534920.4,11071029.19102
2011-12-27 00:00:00+00:00,529804.7999999999,11028399.19102
2011-12-28 00:00:00+00:00,529729.2,11027769.19102
2011-12-29 00:00:00+00:00,529905.6,11029239.19102
2011-12-30 00:00:00+00:00,537894.0,11095809.19102
2012-01-04 00:00:00+00:00,676512.0,11068170.342220003
2012-01-05 00:00:00+00:00,597513.6,11126239.419820003
2012-01-06 00:00:00+00:00,599241.6,11115440.772940004
2012-01-09 00:00:00+00:00,619891.2,10943360.772940004
2012-01-10 00:00:00+00:00,561985.2,11161416.799540002
2012-01-11 00:00:00+00:00,558104.4,11129076.799540002
2012-01-12 00:00:00+00:00,558104.4,11129076.799540002
2012-01-13 00:00:00+00:00,550040.4,11061876.799540002
2012-01-16 00:00:00+00:00,536760.0,11164700.350720001
2012-01-17 00:00:00+00:00,567655.2,11435234.99272
2012-01-18 00:00:00+00:00,394056.0,11661440.47744
2012-01-19 00:00:00+00:00,401634.0,11735851.42264
2012-01-20 00:00:00+00:00,406062.0,11772751.42264
2012-01-30 00:00:00+00:00,478245.6,11754601.799829999
2012-01-31 00:00:00+00:00,479563.19999999995,11743621.799829999
2012-02-01 00:00:00+00:00,551325.6,11603166.64789
2012-02-02 00:00:00+00:00,562035.6,11521870.106409999
2012-02-03 00:00:00+00:00,566949.6,11551894.659429999
2012-02-06 00:00:00+00:00,565916.4,11555373.328749998
2012-02-07 00:00:00+00:00,556819.2,11631183.328749998
2012-02-08 00:00:00+00:00,573148.7999999999,11495103.328749998
2012-02-09 00:00:00+00:00,490536.0,11582200.435389997
2012-02-10 00:00:00+00:00,490449.6,11582920.435389997
2012-02-13 00:00:00+00:00,571914.0,11494172.362569999
2012-02-14 00:00:00+00:00,569343.6,11472752.362569999
2012-02-15 00:00:00+00:00,575895.6,11527352.362569999
2012-02-16 00:00:00+00:00,654422.4,11472340.634019997
2012-02-17 00:00:00+00:00,655920.0,11488313.772099998
2012-02-20 00:00:00+00:00,656582.4,11493833.772099998
2012-02-21 00:00:00+00:00,743418.0,11369643.551559998
2012-02-22 00:00:00+00:00,751226.3999999999,11429665.774659997
2012-02-23 00:00:00+00:00,754174.7999999999,11454235.774659997
2012-02-24 00:00:00+00:00,769338.0,11580595.774659997
2012-02-27 00:00:00+00:00,772416.0,11606245.774659997
2012-02-28 00:00:00+00:00,772124.3999999999,11603815.774659997
