date,amount,price,sid,symbol,value
2020-03-02 00:00:00+00:00,-3.0,12308.1,2,ic00,36924.3
2020-03-06 00:00:00+00:00,4.0,3683.4,1,ih00,-14733.6
2020-03-10 00:00:00+00:00,-4.0,3535.5,1,ih00,14142.0
2020-03-16 00:00:00+00:00,-2.0,4879.1,0,if00,9758.2
2020-03-16 00:00:00+00:00,-4.0,3422.8,1,ih00,13691.2
2020-03-17 00:00:00+00:00,-2.0,4786.4,0,if00,9572.8
2020-03-17 00:00:00+00:00,-4.0,3361.3,1,ih00,13445.2
2020-03-17 00:00:00+00:00,-1.0,11931.9,2,ic00,11931.9
2020-03-18 00:00:00+00:00,-2.0,4658.1,0,if00,9316.2
2020-04-08 00:00:00+00:00,6.0,4779.2,0,if00,-28675.199999999997
2020-04-08 00:00:00+00:00,8.0,3403.2,1,ih00,-27225.6
2020-04-08 00:00:00+00:00,1.0,11814.9,2,ic00,-11814.9
2020-04-15 00:00:00+00:00,4.0,3451.7,1,ih00,-13806.8
2020-04-17 00:00:00+00:00,1.0,12214.0,2,ic00,-12214.0
2020-04-21 00:00:00+00:00,5.0,3491.2,1,ih00,-17456.0
2020-04-30 00:00:00+00:00,3.0,4917.1,0,if00,-14751.300000000001
2020-04-30 00:00:00+00:00,5.0,3555.5,1,ih00,-17777.5
2020-05-06 00:00:00+00:00,3.0,4923.4,0,if00,-14770.199999999999
2020-05-25 00:00:00+00:00,-6.0,4893.5,0,if00,29361.0
2020-05-25 00:00:00+00:00,-14.0,3501.0,1,ih00,49014.0
2020-05-25 00:00:00+00:00,-1.0,12306.6,2,ic00,12306.6
2020-06-02 00:00:00+00:00,2.0,12982.0,2,ic00,-25964.0
2020-06-03 00:00:00+00:00,4.0,5130.8,0,if00,-20523.2
2020-06-03 00:00:00+00:00,6.0,3663.9,1,ih00,-21983.4
2020-06-10 00:00:00+00:00,5.0,5185.0,0,if00,-25925.0
2020-06-10 00:00:00+00:00,7.0,3704.7,1,ih00,-25932.899999999998
2020-06-16 00:00:00+00:00,-13.0,3641.3,1,ih00,47336.9
2020-06-17 00:00:00+00:00,2.0,13276.5,2,ic00,-26553.0
2020-06-19 00:00:00+00:00,5.0,5237.0,0,if00,-26185.0
2020-06-19 00:00:00+00:00,2.0,13409.1,2,ic00,-26818.2
2020-07-27 00:00:00+00:00,-14.0,5911.7,0,if00,82763.8
2020-08-18 00:00:00+00:00,2.0,6302.3,0,if00,-12604.6
2020-08-18 00:00:00+00:00,3.0,4375.0,1,ih00,-13125.0
2020-08-21 00:00:00+00:00,-3.0,4265.3,1,ih00,12795.900000000001
2020-08-31 00:00:00+00:00,2.0,6404.1,0,if00,-12808.2
2020-09-08 00:00:00+00:00,-4.0,6145.5,0,if00,24582.0
2020-09-10 00:00:00+00:00,-6.0,15398.0,2,ic00,92388.0
